h,k,l,mag(G),S,I,d,2theta
-4,-4,-2,9.322973652303974,(52-3.184081677783118e-14j),2704.0,0.072288789871972,-4
-4,-4,-1,8.926067699613938,3.1840816777831186e-15j,1.0138376130794159e-29,0.07886049804215127,-4
-4,-4,0,8.789783853823538,(52-2.5472653422264946e-14j),2704.0,0.0813248886059685,-4
-4,-4,1,8.926067699613938,-3.1840816777831186e-15j,1.0138376130794159e-29,0.07886049804215127,-4
-4,-4,2,9.322973652303974,(52-1.9104490066698708e-14j),2704.0,0.072288789871972,-4
-4,-4,3,9.949359759669237,-9.552245033349354e-15j,9.12453851771474e-29,0.0634730837900242,-4
-4,-4,4,10.765242695610976,(52-1.2736326711132473e-14j),2704.0,0.054216592403979004,-4
-4,-3,-5,10.987229817279424,1.2736326711132473e-14j,1.6221401809270652e-28,0.052047928707819845,-4
-4,-3,-4,9.949359759669237,9.552245033349356e-15j,9.124538517714744e-29,0.0634730837900242,-4
-4,-3,-3,9.060301813915778,1.2736326711132474e-14j,1.6221401809270654e-28,0.07654107162914683,-4
-4,-3,-2,8.367624935038265,9.552245033349356e-15j,9.124538517714744e-29,0.08973780811693077,-4
-4,-3,-1,7.923004096301559,1.2736326711132474e-14j,1.6221401809270654e-28,0.10009217059196124,152.4944927369345
-4,-3,0,7.769144710253312,9.552245033349354e-15j,9.12453851771474e-29,0.10409585741563969,144.5271713543728
-4,-3,1,7.923004096301559,1.2736326711132473e-14j,1.6221401809270652e-28,0.10009217059196124,152.4944927369345
-4,-3,2,8.367624935038265,9.552245033349356e-15j,9.124538517714744e-29,0.08973780811693077,-4
-4,-3,3,9.060301813915778,1.2736326711132473e-14j,1.6221401809270652e-28,0.07654107162914683,-4
-4,-3,4,9.949359759669237,9.552245033349356e-15j,9.124538517714744e-29,0.0634730837900242,-4
-4,-2,-5,10.423401419495587,1.592040838891559e-14j,2.5345940326985393e-28,0.0578310318975776,-4
-4,-2,-4,9.322973652303974,(52-3.184081677783118e-14j),2704.0,0.07228878987197201,-4
-4,-2,-3,8.367624935038265,9.552245033349354e-15j,9.12453851771474e-29,0.08973780811693077,-4
-4,-2,-2,7.612176111185469,(52-2.5472653422264946e-14j),2704.0,0.10843318480795801,137.88627153262814
-4,-2,-1,7.120538743960311,3.1840816777831186e-15j,1.0138376130794159e-29,0.12392363978052344,121.60688718376313
-4,-2,0,6.948934279663725,(52-1.9104490066698708e-14j),2704.0,0.13011982176954962,116.84077553696464
-4,-2,1,7.120538743960311,-3.1840816777831178e-15j,1.0138376130794155e-29,0.12392363978052344,121.60688718376313
-4,-2,2,7.612176111185469,(52-1.2736326711132473e-14j),2704.0,0.10843318480795801,137.88627153262814
-4,-2,3,8.367624935038265,-9.552245033349354e-15j,9.12453851771474e-29,0.08973780811693077,-4
